"Year","Race","Sex","Age","qx","px","lx","dx","Lx","Tx","ex"
2006,"WhiteAll","Males",104,0.49258,0.50742,0.00094,0.00046,0.00068,0.00127,1.3509
2006,"WhiteAll","Males",105,0.52833,0.47167,0.00048,0.00025,0.00033,0.00059,1.23136
2006,"WhiteAll","Males",106,0.56667,0.43333,0.00022,0.00013,0.00015,0.00025,1.12006
2006,"WhiteAll","Males",107,0.6078,0.3922,1e-04,6e-05,6e-05,1e-04,1.02102
2006,"WhiteAll","Males",108,0.65191,0.34809,4e-05,2e-05,2e-05,4e-05,0.9476
2006,"WhiteAll","Males",109,1,0,1e-05,1e-05,1e-05,1e-05,0.9476
2007,"Black","Both",0,0.01334,0.98666,1,0.01334,0.99331,73.45012,73.45012
2007,"Black","Both",1,0.00077,0.99923,0.98666,0.00076,0.98628,72.4568,73.43649
2007,"Black","Both",2,0.00049,0.99951,0.9859,0.00049,0.98566,71.47052,72.4925
2007,"Black","Both",3,0.00036,0.99964,0.98542,0.00036,0.98524,70.48486,71.52807
2007,"Black","Both",4,0.00028,0.99972,0.98506,0.00028,0.98492,69.49962,70.55373
2007,"Black","Both",5,0.00025,0.99975,0.98478,0.00024,0.98466,68.5147,69.57354
2007,"Black","Both",6,0.00022,0.99978,0.98454,0.00021,0.98443,67.53004,68.59056
2007,"Black","Both",7,0.00019,0.99981,0.98433,0.00019,0.98423,66.54561,67.60524
2007,"Black","Both",8,0.00017,0.99983,0.98414,0.00016,0.98406,65.56138,66.6181
2007,"Black","Both",9,0.00014,0.99986,0.98397,0.00014,0.9839,64.57732,65.62916
2007,"Black","Both",10,0.00013,0.99987,0.98383,0.00013,0.98377,63.59342,64.63851
2007,"Black","Both",11,0.00014,0.99986,0.9837,0.00014,0.98364,62.60965,63.64681
2007,"Black","Both",12,0.00019,0.99981,0.98357,0.00019,0.98347,61.62602,62.65567
2007,"Black","Both",13,3e-04,0.9997,0.98338,0.00029,0.98323,60.64255,61.6677
2007,"Black","Both",14,0.00043,0.99957,0.98309,0.00042,0.98287,59.65932,60.68578
2007,"Black","Both",15,0.00057,0.99943,0.98266,0.00056,0.98238,58.67644,59.71165
2007,"Black","Both",16,7e-04,0.9993,0.9821,0.00069,0.98176,57.69406,58.74551
2007,"Black","Both",17,0.00083,0.99917,0.98141,0.00082,0.981,56.7123,57.78654
2007,"Black","Both",18,0.00096,0.99904,0.98059,0.00094,0.98013,55.7313,56.83422
2007,"Black","Both",19,0.00108,0.99892,0.97966,0.00106,0.97913,54.75118,55.88808
2007,"Black","Both",20,0.00122,0.99878,0.9786,0.0012,0.978,53.77205,54.94802
2007,"Black","Both",21,0.00137,0.99863,0.9774,0.00134,0.97673,52.79405,54.01476
2007,"Black","Both",22,0.0015,0.9985,0.97606,0.00147,0.97532,51.81732,53.08844
2007,"Black","Both",23,0.00158,0.99842,0.97459,0.00154,0.97382,50.842,52.16751
2007,"Black","Both",24,0.00162,0.99838,0.97305,0.00158,0.97226,49.86818,51.24932
2007,"Black","Both",25,0.00165,0.99835,0.97147,0.0016,0.97067,48.89591,50.3317
2007,"Black","Both",26,0.00169,0.99831,0.96987,0.00164,0.96905,47.92524,49.41407
2007,"Black","Both",27,0.00172,0.99828,0.96823,0.00166,0.9674,46.95619,48.4967
2007,"Black","Both",28,0.00175,0.99825,0.96657,0.00169,0.96572,45.98879,47.57932
2007,"Black","Both",29,0.00179,0.99821,0.96488,0.00173,0.96402,45.02306,46.66191
2007,"Black","Both",30,0.00183,0.99817,0.96315,0.00176,0.96227,44.05905,45.74461
2007,"Black","Both",31,0.00188,0.99812,0.96139,0.0018,0.96049,43.09678,44.82751
2007,"Black","Both",32,0.00197,0.99803,0.95959,0.00189,0.95864,42.13629,43.91089
2007,"Black","Both",33,0.00203,0.99797,0.95769,0.00194,0.95672,41.17765,42.99669
2007,"Black","Both",34,0.00213,0.99787,0.95575,0.00204,0.95473,40.22093,42.08313
2007,"Black","Both",35,0.00225,0.99775,0.95371,0.00214,0.95264,39.2662,41.172
2007,"Black","Both",36,0.00237,0.99763,0.95157,0.00226,0.95044,38.31356,40.26361
2007,"Black","Both",37,0.00252,0.99748,0.94931,0.00239,0.94811,37.36312,39.35826
2007,"Black","Both",38,0.00268,0.99732,0.94692,0.00254,0.94565,36.41501,38.45638
2007,"Black","Both",39,0.00287,0.99713,0.94438,0.00271,0.94302,35.46936,37.55855
2007,"Black","Both",40,0.00308,0.99692,0.94166,0.0029,0.94021,34.52635,36.66538
2007,"Black","Both",41,0.00331,0.99669,0.93876,0.00311,0.93721,33.58614,35.77713
2007,"Black","Both",42,0.00358,0.99642,0.93565,0.00335,0.93398,32.64893,34.89428
2007,"Black","Both",43,0.00391,0.99609,0.9323,0.00364,0.93048,31.71495,34.01797
2007,"Black","Both",44,0.00428,0.99572,0.92866,0.00397,0.92667,30.78448,33.14948
2007,"Black","Both",45,0.00466,0.99534,0.92469,0.0043,0.92253,29.85781,32.28966
2007,"Black","Both",46,0.00505,0.99495,0.92038,0.00465,0.91805,28.93528,31.43835
2007,"Black","Both",47,0.0055,0.9945,0.91573,0.00504,0.91321,28.01722,30.59544
2007,"Black","Both",48,0.00602,0.99398,0.9107,0.00548,0.90795,27.10401,29.76187
2007,"Black","Both",49,0.0066,0.9934,0.90522,0.00598,0.90222,26.19606,28.93902
2007,"Black","Both",50,0.00724,0.99276,0.89924,0.00651,0.89598,25.29383,28.12802
2007,"Black","Both",51,0.0079,0.9921,0.89273,0.00705,0.8892,24.39785,27.32943
2007,"Black","Both",52,0.00857,0.99143,0.88568,0.00759,0.88188,23.50865,26.543
2007,"Black","Both",53,0.00924,0.99076,0.87809,0.00811,0.87403,22.62677,25.76817
2007,"Black","Both",54,0.00991,0.99009,0.86998,0.00862,0.86566,21.75274,25.00383
2007,"Black","Both",55,0.01062,0.98938,0.86136,0.00915,0.85678,20.88708,24.24902
2007,"Black","Both",56,0.01138,0.98862,0.85221,0.00969,0.84736,20.0303,23.50389
2007,"Black","Both",57,0.01215,0.98785,0.84252,0.01023,0.83739,19.18295,22.76861
2007,"Black","Both",58,0.01293,0.98707,0.83228,0.01076,0.82689,18.34556,22.04241
2007,"Black","Both",59,0.01377,0.98623,0.82152,0.01131,0.81585,17.51867,21.3247
2007,"Black","Both",60,0.01473,0.98527,0.81021,0.01193,0.80422,16.70282,20.61553
2007,"Black","Both",61,0.01582,0.98418,0.79827,0.01263,0.79194,15.89859,19.91625
2007,"Black","Both",62,0.01698,0.98302,0.78565,0.01334,0.77896,15.10665,19.22833
2007,"Black","Both",63,0.01814,0.98186,0.7723,0.01401,0.76528,14.3277,18.55189
2007,"Black","Both",64,0.01928,0.98072,0.75829,0.01462,0.75096,13.56242,17.88549
2007,"Black","Both",65,0.02043,0.97957,0.74367,0.0152,0.73605,12.81146,17.22728
2007,"Black","Both",66,0.02171,0.97829,0.72848,0.01582,0.72054,12.07541,16.57627
2007,"Black","Both",67,0.02314,0.97686,0.71266,0.01649,0.70438,11.35487,15.9331
2007,"Black","Both",68,0.02477,0.97523,0.69617,0.01724,0.68751,10.65049,15.29872
2007,"Black","Both",69,0.02663,0.97337,0.67893,0.01808,0.66984,9.96298,14.67463
2007,"Black","Both",70,0.02859,0.97141,0.66084,0.01889,0.65135,9.29314,14.06251
2007,"Black","Both",71,0.03067,0.96933,0.64195,0.01969,0.63206,8.64178,13.46171
2007,"Black","Both",72,0.03295,0.96705,0.62227,0.02051,0.61196,8.00972,12.87187
2007,"Black","Both",73,0.03547,0.96453,0.60176,0.02135,0.59102,7.39777,12.29354
2007,"Black","Both",74,0.03851,0.96149,0.58041,0.02235,0.56916,6.80675,11.72741
2007,"Black","Both",75,0.04159,0.95841,0.55806,0.02321,0.54638,6.23758,11.17724
2007,"Black","Both",76,0.04502,0.95498,0.53485,0.02408,0.52272,5.69121,10.64068
2007,"Black","Both",77,0.04914,0.95086,0.51078,0.0251,0.49812,5.16848,10.11889
2007,"Black","Both",78,0.05326,0.94674,0.48568,0.02587,0.47263,4.67036,9.61621
2007,"Black","Both",79,0.05727,0.94273,0.45981,0.02633,0.44651,4.19774,9.12928
2007,"Black","Both",80,0.06213,0.93787,0.43348,0.02693,0.41987,3.75122,8.65381
2007,"Black","Both",81,0.06754,0.93246,0.40654,0.02746,0.39266,3.33136,8.19434
2007,"Black","Both",82,0.07301,0.92699,0.37909,0.02768,0.36507,2.9387,7.75205
2007,"Black","Both",83,0.07948,0.92052,0.35141,0.02793,0.33725,2.57363,7.32371
2007,"Black","Both",84,0.0866,0.9134,0.32348,0.02801,0.30926,2.23638,6.91349
2007,"Black","Both",85,0.09426,0.90574,0.29547,0.02785,0.28131,1.92711,6.52229
2007,"Black","Both",86,0.10247,0.89753,0.26762,0.02742,0.25366,1.6458,6.14988
2007,"Black","Both",87,0.11126,0.88874,0.24019,0.02672,0.22657,1.39215,5.79597
2007,"Black","Both",88,0.12065,0.87935,0.21347,0.02575,0.20031,1.16558,5.46023
2007,"Black","Both",89,0.13064,0.86936,0.18771,0.02452,0.17517,0.96527,5.14225
2007,"Black","Both",90,0.14124,0.85876,0.16319,0.02305,0.15137,0.7901,4.84159
2007,"Black","Both",91,0.15246,0.84754,0.14014,0.02137,0.12916,0.63873,4.55774
2007,"Black","Both",92,0.16429,0.83571,0.11878,0.01951,0.10873,0.50956,4.29014
2007,"Black","Both",93,0.17672,0.82328,0.09926,0.01754,0.09021,0.40084,4.03816
2007,"Black","Both",94,0.18974,0.81026,0.08172,0.01551,0.0737,0.31063,3.80112
2007,"Black","Both",95,0.20332,0.79668,0.06621,0.01346,0.05923,0.23693,3.57826
2007,"Black","Both",96,0.21743,0.78257,0.05275,0.01147,0.04678,0.1777,3.36868
2007,"Black","Both",97,0.23203,0.76797,0.04128,0.00958,0.03628,0.13092,3.17138
2007,"Black","Both",98,0.24706,0.75294,0.0317,0.00783,0.0276,0.09464,2.98511
2007,"Black","Both",99,0.26249,0.73751,0.02387,0.00627,0.02058,0.06704,2.80831
2007,"Black","Both",100,0.27913,0.72087,0.01761,0.00491,0.01501,0.04646,2.63888
2007,"Black","Both",101,0.29668,0.70332,0.01269,0.00377,0.0107,0.03144,2.4776
2007,"Black","Both",102,0.31534,0.68466,0.00893,0.00281,0.00743,0.02075,2.32416
2007,"Black","Both",103,0.33517,0.66483,0.00611,0.00205,0.00502,0.01332,2.17885
2007,"Black","Both",104,0.35626,0.64374,0.00406,0.00145,0.00329,0.0083,2.04235
2007,"Black","Both",105,0.37866,0.62134,0.00262,0.00099,0.00208,0.00501,1.91615
2007,"Black","Both",106,0.40248,0.59752,0.00163,0.00065,0.00127,0.00293,1.80327
2007,"Black","Both",107,0.42779,0.57221,0.00097,0.00042,0.00074,0.00166,1.7099
2007,"Black","Both",108,0.4547,0.5453,0.00056,0.00025,0.00042,0.00092,1.64904
2007,"Black","Both",109,1,0,3e-04,3e-04,5e-04,5e-04,1.64904
2007,"Black","Females",0,0.01214,0.98786,1,0.01214,0.99392,76.71782,76.71782
2007,"Black","Females",1,7e-04,0.9993,0.98786,0.00069,0.98752,75.7239,76.65432
2007,"Black","Females",2,0.00044,0.99956,0.98717,0.00044,0.98695,74.73638,75.70763
2007,"Black","Females",3,0.00031,0.99969,0.98673,0.00031,0.98658,73.74943,74.741
2007,"Black","Females",4,0.00024,0.99976,0.98643,0.00024,0.98631,72.76285,73.76419
2007,"Black","Females",5,0.00021,0.99979,0.98619,0.00021,0.98608,71.77654,72.78197
2007,"Black","Females",6,0.00018,0.99982,0.98598,0.00017,0.98589,70.79046,71.79731
2007,"Black","Females",7,0.00015,0.99985,0.9858,0.00015,0.98573,69.80457,70.80985
2007,"Black","Females",8,0.00014,0.99986,0.98565,0.00014,0.98559,68.81884,69.82053
2007,"Black","Females",9,0.00013,0.99987,0.98552,0.00013,0.98545,67.83326,68.83011
2007,"Black","Females",10,0.00014,0.99986,0.98539,0.00014,0.98532,66.84781,67.83924
2007,"Black","Females",11,0.00015,0.99985,0.98525,0.00015,0.98517,65.86249,66.84854
2007,"Black","Females",12,0.00017,0.99983,0.9851,0.00017,0.98501,64.87732,65.8586
2007,"Black","Females",13,0.00021,0.99979,0.98493,2e-04,0.98483,63.8923,64.87002
2007,"Black","Females",14,0.00024,0.99976,0.98472,0.00024,0.9846,62.90747,63.88333
2007,"Black","Females",15,0.00029,0.99971,0.98448,0.00028,0.98434,61.92287,62.89886
2007,"Black","Females",16,0.00033,0.99967,0.9842,0.00033,0.98404,60.93853,61.91681
2007,"Black","Females",17,0.00037,0.99963,0.98387,0.00037,0.98369,59.95449,60.93717
2007,"Black","Females",18,0.00042,0.99958,0.98351,0.00041,0.9833,58.9708,59.95983
2007,"Black","Females",19,0.00047,0.99953,0.98309,0.00046,0.98286,57.9875,58.98472
2007,"Black","Females",20,0.00052,0.99948,0.98264,0.00051,0.98238,57.00464,58.01196
2007,"Black","Females",21,0.00058,0.99942,0.98213,0.00057,0.98184,56.02226,57.04184
2007,"Black","Females",22,0.00064,0.99936,0.98156,0.00063,0.98124,55.04042,56.07463
2007,"Black","Females",23,7e-04,0.9993,0.98093,0.00069,0.98058,54.05918,55.11035
2007,"Black","Females",24,0.00076,0.99924,0.98024,0.00074,0.97986,53.07859,54.14877
2007,"Black","Females",25,0.00082,0.99918,0.97949,8e-04,0.97909,52.09873,53.18954
2007,"Black","Females",26,0.00088,0.99912,0.97869,0.00086,0.97826,51.11964,52.23278
2007,"Black","Females",27,0.00094,0.99906,0.97782,0.00092,0.97736,50.14138,51.27852
2007,"Black","Females",28,0.00099,0.99901,0.9769,0.00097,0.97642,49.16402,50.32631
2007,"Black","Females",29,0.00104,0.99896,0.97594,0.00101,0.97543,48.1876,49.37568
2007,"Black","Females",30,0.00109,0.99891,0.97492,0.00107,0.97439,47.21217,48.42649
2007,"Black","Females",31,0.00116,0.99884,0.97386,0.00113,0.97329,46.23777,47.47891
2007,"Black","Females",32,0.00126,0.99874,0.97273,0.00122,0.97212,45.26448,46.5335
2007,"Black","Females",33,0.00135,0.99865,0.97151,0.00131,0.97085,44.29236,45.59139
2007,"Black","Females",34,0.00147,0.99853,0.97019,0.00143,0.96948,43.32151,44.65245
2007,"Black","Females",35,0.0016,0.9984,0.96877,0.00155,0.96799,42.35203,43.71747
2007,"Black","Females",36,0.00173,0.99827,0.96722,0.00167,0.96638,41.38404,42.78661
2007,"Black","Females",37,0.00187,0.99813,0.96555,0.00181,0.96464,40.41766,41.85994
2007,"Black","Females",38,0.00202,0.99798,0.96374,0.00195,0.96276,39.45302,40.93754
2007,"Black","Females",39,0.00219,0.99781,0.96179,0.00211,0.96073,38.49026,40.01956
2007,"Black","Females",40,0.00236,0.99764,0.95968,0.00227,0.95854,37.52952,39.10635
2007,"Black","Females",41,0.00255,0.99745,0.95741,0.00244,0.95619,36.57098,38.19782
2007,"Black","Females",42,0.00278,0.99722,0.95497,0.00266,0.95363,35.61479,37.29433
2007,"Black","Females",43,0.00307,0.99693,0.95231,0.00292,0.95085,34.66116,36.39708
2007,"Black","Females",44,0.00338,0.99662,0.94939,0.00321,0.94778,33.71031,35.50747
2007,"Black","Females",45,0.00372,0.99628,0.94617,0.00352,0.94441,32.76253,34.62634
2007,"Black","Females",46,0.00405,0.99595,0.94266,0.00382,0.94075,31.81812,33.75363
2007,"Black","Females",47,0.0044,0.9956,0.93884,0.00413,0.93677,30.87737,32.88891
2007,"Black","Females",48,0.00477,0.99523,0.93471,0.00446,0.93248,29.9406,32.03209
2007,"Black","Females",49,0.00516,0.99484,0.93025,0.0048,0.92785,29.00813,31.1832
2007,"Black","Females",50,0.00558,0.99442,0.92545,0.00516,0.92286,28.08028,30.34237
2007,"Black","Females",51,0.00602,0.99398,0.92028,0.00554,0.91751,27.15742,29.50984
2007,"Black","Females",52,0.00647,0.99353,0.91474,0.00592,0.91178,26.23991,28.68556
2007,"Black","Females",53,0.00692,0.99308,0.90882,0.00629,0.90567,25.32813,27.86915
2007,"Black","Females",54,0.00738,0.99262,0.90253,0.00666,0.8992,24.42245,27.0599
2007,"Black","Females",55,0.00786,0.99214,0.89588,0.00704,0.89235,23.52325,26.25727
2007,"Black","Females",56,0.00838,0.99162,0.88883,0.00745,0.8851,22.6309,25.46133
2007,"Black","Females",57,0.00893,0.99107,0.88139,0.00787,0.87744,21.7458,24.6723
2007,"Black","Females",58,0.00952,0.99048,0.87352,0.00831,0.86935,20.86835,23.89007
2007,"Black","Females",59,0.01018,0.98982,0.8652,0.00881,0.86079,19.999,23.11487
2007,"Black","Females",60,0.01094,0.98906,0.85639,0.00937,0.8517,19.13821,22.34743
2007,"Black","Females",61,0.01182,0.98818,0.84702,0.01002,0.84201,18.28651,21.58916
2007,"Black","Females",62,0.0128,0.9872,0.83701,0.01071,0.83164,17.44451,20.84152
2007,"Black","Females",63,0.0138,0.9862,0.8263,0.0114,0.82058,16.61286,20.10518
2007,"Black","Females",64,0.01482,0.98518,0.81489,0.01208,0.80884,15.79228,19.37956
2007,"Black","Females",65,0.01589,0.98411,0.80282,0.01276,0.79642,14.98344,18.66358
2007,"Black","Females",66,0.01706,0.98294,0.79006,0.01348,0.7833,14.18702,17.95689
2007,"Black","Females",67,0.01834,0.98166,0.77658,0.01424,0.76944,13.40372,17.25993
2007,"Black","Females",68,0.01976,0.98024,0.76234,0.01506,0.75478,12.63428,16.57305
2007,"Black","Females",69,0.02137,0.97863,0.74727,0.01597,0.73926,11.8795,15.89709
2007,"Black","Females",70,0.02295,0.97705,0.73131,0.01678,0.72288,11.14024,15.23334
2007,"Black","Females",71,0.02473,0.97527,0.71453,0.01767,0.70565,10.41735,14.57941
2007,"Black","Females",72,0.02685,0.97315,0.69685,0.01871,0.68746,9.7117,13.93654
2007,"Black","Females",73,0.02891,0.97109,0.67814,0.01961,0.66829,9.02425,13.30729
2007,"Black","Females",74,0.0314,0.9686,0.65854,0.02068,0.64814,8.35596,12.6887
2007,"Black","Females",75,0.0342,0.9658,0.63786,0.02181,0.62689,7.70782,12.08391
2007,"Black","Females",76,0.03727,0.96273,0.61604,0.02296,0.60449,7.08093,11.49419
2007,"Black","Females",77,0.04092,0.95908,0.59308,0.02427,0.58086,6.47644,10.91996
2007,"Black","Females",78,0.04455,0.95545,0.56881,0.02534,0.55605,5.89557,10.36468
2007,"Black","Females",79,0.04816,0.95184,0.54347,0.02617,0.53028,5.33953,9.82483
2007,"Black","Females",80,0.05286,0.94714,0.5173,0.02734,0.5035,4.80925,9.29681
2007,"Black","Females",81,0.05827,0.94173,0.48996,0.02855,0.47554,4.30574,8.78802
2007,"Black","Females",82,0.0633,0.9367,0.46141,0.02921,0.44664,3.83021,8.30117
2007,"Black","Females",83,0.06942,0.93058,0.4322,0.03,0.41702,3.38356,7.82873
2007,"Black","Females",84,0.07621,0.92379,0.40219,0.03065,0.38667,2.96655,7.37589
2007,"Black","Females",85,0.08358,0.91642,0.37154,0.03105,0.35579,2.57988,6.9437
2007,"Black","Females",86,0.09155,0.90845,0.34049,0.03117,0.32465,2.22409,6.53204
2007,"Black","Females",87,0.10014,0.89986,0.30932,0.03098,0.29356,1.89943,6.1407
2007,"Black","Females",88,0.10939,0.89061,0.27834,0.03045,0.26283,1.60588,5.76941
2007,"Black","Females",89,0.11931,0.88069,0.24789,0.02958,0.23279,1.34305,5.41783
2007,"Black","Females",90,0.12993,0.87007,0.21832,0.02837,0.20381,1.11026,5.08553
2007,"Black","Females",91,0.14124,0.85876,0.18995,0.02683,0.1762,0.90645,4.77202
2007,"Black","Females",92,0.15326,0.84674,0.16312,0.025,0.15028,0.73026,4.47675
2007,"Black","Females",93,0.16598,0.83402,0.13812,0.02293,0.12631,0.57998,4.19906
2007,"Black","Females",94,0.17939,0.82061,0.1152,0.02066,0.10452,0.45367,3.93824
2007,"Black","Females",95,0.19346,0.80654,0.09453,0.01829,0.08506,0.34915,3.69343
2007,"Black","Females",96,0.20816,0.79184,0.07624,0.01587,0.068,0.26409,3.4637
2007,"Black","Females",97,0.22345,0.77655,0.06037,0.01349,0.05334,0.19609,3.24789
2007,"Black","Females",98,0.23928,0.76072,0.04688,0.01122,0.04102,0.14274,3.04464
2007,"Black","Females",99,0.25558,0.74442,0.03566,0.00912,0.03088,0.10172,2.85218
2007,"Black","Females",100,0.27327,0.72673,0.02655,0.00726,0.02273,0.07084,2.66818
2007,"Black","Females",101,0.29204,0.70796,0.01929,0.00563,0.01632,0.04811,2.49346
2007,"Black","Females",102,0.31209,0.68791,0.01366,0.00426,0.0114,0.03179,2.32762
2007,"Black","Females",103,0.33352,0.66648,0.0094,0.00313,0.00772,0.0204,2.17086
2007,"Black","Females",104,0.35642,0.64358,0.00626,0.00223,0.00506,0.01267,2.02386
2007,"Black","Females",105,0.38089,0.61911,0.00403,0.00154,0.0032,0.00761,1.88804
2007,"Black","Females",106,0.40704,0.59296,0.0025,0.00102,0.00194,0.00441,1.76647
2007,"Black","Females",107,0.43499,0.56501,0.00148,0.00064,0.00113,0.00246,1.66562
2007,"Black","Females",108,0.46486,0.53514,0.00084,0.00039,0.00062,0.00134,1.59943
2007,"Black","Females",109,1,0,0.00045,0.00045,0.00072,0.00072,1.59943
2007,"Black","Males",0,0.0145,0.9855,1,0.0145,0.99273,69.90353,69.90353
2007,"Black","Males",1,8e-04,0.9992,0.9855,0.00079,0.9851,68.9108,69.92499
2007,"Black","Males",2,0.00052,0.99948,0.9847,0.00052,0.98445,67.9257,68.9808
2007,"Black","Males",3,0.00039,0.99961,0.98419,0.00039,0.98399,66.94125,68.01667
2007,"Black","Males",4,0.00031,0.99969,0.9838,0.00031,0.98365,65.95726,67.04333
2007,"Black","Males",5,0.00027,0.99973,0.9835,0.00027,0.98336,64.97361,66.06399
2007,"Black","Males",6,0.00025,0.99975,0.98323,0.00024,0.98311,63.99025,65.08171
2007,"Black","Males",7,0.00022,0.99978,0.98299,0.00022,0.98288,63.00714,64.09767
2007,"Black","Males",8,0.00019,0.99981,0.98277,0.00019,0.98267,62.02426,63.11191
2007,"Black","Males",9,0.00015,0.99985,0.98258,0.00014,0.98251,61.04159,62.12373
2007,"Black","Males",10,0.00011,0.99989,0.98244,0.00011,0.98238,60.05908,61.13267
2007,"Black","Males",11,0.00012,0.99988,0.98233,0.00012,0.98227,59.0767,60.13943
2007,"Black","Males",12,2e-04,0.9998,0.98221,2e-04,0.98211,58.09443,59.14652
2007,"Black","Males",13,0.00037,0.99963,0.98201,0.00037,0.98183,57.11231,58.1583
2007,"Black","Males",14,6e-04,0.9994,0.98165,0.00059,0.98135,56.13048,57.17976
2007,"Black","Males",15,0.00084,0.99916,0.98106,0.00083,0.98065,55.14913,56.21387
2007,"Black","Males",16,0.00106,0.99894,0.98023,0.00104,0.97971,54.16848,55.26085
2007,"Black","Males",17,0.00127,0.99873,0.97919,0.00125,0.97857,53.18877,54.31915
2007,"Black","Males",18,0.00148,0.99852,0.97794,0.00145,0.97722,52.2102,53.38786
2007,"Black","Males",19,0.00168,0.99832,0.9765,0.00164,0.97567,51.23298,52.46617
2007,"Black","Males",20,0.00192,0.99808,0.97485,0.00187,0.97392,50.25731,51.55382
2007,"Black","Males",21,0.00216,0.99784,0.97298,0.0021,0.97193,49.2834,50.65191
2007,"Black","Males",22,0.00236,0.99764,0.97088,0.00229,0.96973,48.31147,49.76059
2007,"Black","Males",23,0.00248,0.99752,0.96859,0.0024,0.96739,47.34173,48.8772
2007,"Black","Males",24,0.00252,0.99748,0.96619,0.00243,0.96497,46.37435,47.99733
2007,"Black","Males",25,0.00254,0.99746,0.96375,0.00245,0.96253,45.40938,47.11732
2007,"Black","Males",26,0.00257,0.99743,0.9613,0.00247,0.96007,44.44685,46.23599
2007,"Black","Males",27,0.00259,0.99741,0.95884,0.00248,0.9576,43.48678,45.35369
2007,"Black","Males",28,0.00261,0.99739,0.95636,0.00249,0.95511,42.52919,44.47001
2007,"Black","Males",29,0.00263,0.99737,0.95386,0.00251,0.95261,41.57408,43.58498
2007,"Black","Males",30,0.00266,0.99734,0.95135,0.00253,0.95009,40.62147,42.69873
2007,"Black","Males",31,0.00268,0.99732,0.94882,0.00255,0.94755,39.67139,41.81118
2007,"Black","Males",32,0.00279,0.99721,0.94628,0.00264,0.94495,38.72384,40.92235
2007,"Black","Males",33,0.00279,0.99721,0.94363,0.00264,0.94232,37.77888,40.03554
2007,"Black","Males",34,0.00288,0.99712,0.941,0.00271,0.93964,36.83657,39.14626
2007,"Black","Males",35,0.00298,0.99702,0.93829,0.0028,0.93689,35.89692,38.25785
2007,"Black","Males",36,0.0031,0.9969,0.93549,0.0029,0.93404,34.96003,37.37074
2007,"Black","Males",37,0.00325,0.99675,0.93259,0.00303,0.93108,34.02599,36.48542
2007,"Black","Males",38,0.00343,0.99657,0.92956,0.00319,0.92797,33.09492,35.60267
2007,"Black","Males",39,0.00364,0.99636,0.92638,0.00338,0.92469,32.16695,34.72342
2007,"Black","Males",40,0.00389,0.99611,0.923,0.00359,0.9212,31.24226,33.8486
2007,"Black","Males",41,0.00416,0.99584,0.91941,0.00383,0.9175,30.32106,32.97875
2007,"Black","Males",42,0.00448,0.99552,0.91559,0.0041,0.91353,29.40356,32.11445
2007,"Black","Males",43,0.00486,0.99514,0.91148,0.00443,0.90927,28.49003,31.25681
2007,"Black","Males",44,0.00528,0.99472,0.90705,0.00479,0.90466,27.58076,30.40695
2007,"Black","Males",45,0.00572,0.99428,0.90226,0.00516,0.89968,26.6761,29.56572
2007,"Black","Males",46,0.00618,0.99382,0.89711,0.00555,0.89433,25.77642,28.73281
2007,"Black","Males",47,0.00674,0.99326,0.89156,0.00601,0.88855,24.88209,27.90843
2007,"Black","Males",48,0.00744,0.99256,0.88555,0.00658,0.88225,23.99353,27.09453
2007,"Black","Males",49,0.00825,0.99175,0.87896,0.00725,0.87533,23.11128,26.29377
2007,"Black","Males",50,0.00914,0.99086,0.87172,0.00797,0.86773,22.23595,25.50827
2007,"Black","Males",51,0.01006,0.98994,0.86375,0.00869,0.8594,21.36822,24.73893
2007,"Black","Males",52,0.01101,0.98899,0.85506,0.00941,0.85034,20.50883,23.98531
2007,"Black","Males",53,0.01194,0.98806,0.84565,0.0101,0.84059,19.65848,23.24668
2007,"Black","Males",54,0.01287,0.98713,0.83555,0.01075,0.83016,18.81789,22.52155
2007,"Black","Males",55,0.01386,0.98614,0.8248,0.01143,0.81907,17.98773,21.80859
2007,"Black","Males",56,0.01492,0.98508,0.81337,0.01213,0.80729,17.16866,21.10805
2007,"Black","Males",57,0.01597,0.98403,0.80124,0.0128,0.79482,16.36137,20.42013
2007,"Black","Males",58,0.01702,0.98298,0.78844,0.01342,0.78171,15.56655,19.74351
2007,"Black","Males",59,0.01811,0.98189,0.77502,0.01403,0.76798,14.78484,19.07678
2007,"Black","Males",60,0.01933,0.98067,0.76098,0.01471,0.75361,14.01686,18.41939
2007,"Black","Males",61,0.02072,0.97928,0.74627,0.01546,0.73852,13.26325,17.77262
2007,"Black","Males",62,0.02217,0.97783,0.73081,0.0162,0.72268,12.52474,17.13805
2007,"Black","Males",63,0.02357,0.97643,0.71462,0.01684,0.70616,11.80205,16.51525
2007,"Black","Males",64,0.02491,0.97509,0.69777,0.01738,0.68905,11.09589,15.90191
2007,"Black","Males",65,0.02623,0.97377,0.68039,0.01784,0.67143,10.40685,15.29536
2007,"Black","Males",66,0.02769,0.97231,0.66255,0.01835,0.65333,9.73542,14.69388
2007,"Black","Males",67,0.02938,0.97062,0.6442,0.01892,0.63469,9.08208,14.0982
2007,"Black","Males",68,0.03135,0.96865,0.62528,0.0196,0.61542,8.44739,13.50982
2007,"Black","Males",69,0.03363,0.96637,0.60568,0.02037,0.59543,7.83197,12.93095
2007,"Black","Males",70,0.03619,0.96381,0.58531,0.02118,0.57465,7.23653,12.36369
